",Invoice,3/25/2020,INV19130,""BoxLight Procolor 75"""" Interactive Flat Panel Ultra High Def 4k resolution with Android. UNPLUGD is included."",2.00,""$3,000.00 "",""$6,000.00 "",NV	""","Yerin""	gton Elem	enta	ry	Sch	ool																																																										",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/5/2020,INV19231,""BoxLight Procolor 75"""" Interactive Flat Panel Ultra High Def 4k resolution with Android. UNPLUGD is included."",4.00,""$3,000.00 "",""$12,000.00 "",NV	""","Yerin""	gton Elem	enta	ry	Sch	ool																																																										",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",,,,,,,,,																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",,,,,,,,,																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/9/2020,INV19102,***Optional*** ActivConnect OPS - AP PC for Android.  **ACT Special One unit Pricing for this product** .,1.00,$104.50 ,$104.50 ,OR,Ashland Public	Schoo	ls - Dist	rict	5																																																												",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/9/2020,INV19102,ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel   **ACT Special One unit Pricing for this product** .,1.00,$392.7	""0 ","$39""	""2.70 ",OR,"	Ashl	and	Pu	blic S	cho	ol	s - Dist	ric	t	5																																																				
",Invoice,9/28/20,INV19458,"ActivPanel Nickel 75"""""""" - 1 x Pen", Vesa Mount," WIFI Module & cable pack included. ActivInspire Professional Edition available FOC  **Price includ""	es Lif	t Gate Se	rvic	e w	ith	Insid	e D	el	ivery to	1s	t	Flo	or	L	oca	ti	on**	**	OETC R	ef	erence Pri	cing	$39 	-84	per	c	ont	ract	O	ETC-19I-	Int	er	ac	tiveD	is	pla	ys**	""""""","23.""	""00","""	$2 	","7""	79	0	""""""","	""$6""	""3","	917	""",OR,"	As	hla	nd P	ubli	c Sc	hool	s -	Dis	tric	t 5						
",Invoice,3/9/20,INV19102,"ActivPanel Titanium 75"""""""" - 4 x Pen", Vesa Mount," WIFI Module & cable pack included. ActivInspire Professional Edition available FOC  **ACT Special""	One u	nit Prici	ng f	or	thi	s prod	uct	**	"".""""","1.00""	""","$""	""2","	480	0	0	""","""	$2 	","480.0""	0	""""""",OR,"A""	sh	land Publi	c Sch	ool	s -	Dist	ri	ct	5																																				",,,,,,,,,,,,,
",Invoice,9/28/2020,INV19458,Promethean Fixed height mobile stand for use with ActivPanel  **Price includes Lift Gate Service with Inside Delivery to 1st Floor Location**  **	OETC R	eference	Pric	ing	$5 	84 - p	er	co	ntract O	ETC	-1	9I-	In	te	rac	ti	veDisp	la	""ys**","2""	3	""00","$560.97""	""","$1""	""2","9""	2.3	""1 """"","	OR	","As""	hlan	d	Public S	cho	ol	s	#NAME?	tr	ict	5																											",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/24/2020,INV19368,Hand Sanitizer Dispenser with Drip Tray (batteries not included),13.00,$86.84 ,""$1,128.92 "",OR,Baker School District 5J																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/24/2020,INV19368,Hand Sanitizer Stand (dispenser sold separately),8.00,$89.00 ,$712.00 ,OR,Baker School District 5J																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/24/2020,INV19261,iRover_™ for Interactive Flat Panels 500,1.00,""$1,162.50 "",""$1,162.50 "",OR,Baker School District 5J																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/24/2020,INV19261,iRover_™ for Interactive Flat Panels 500  *Liftoff Program*,3.00,$893.00 ,""$2,679.00 "",OR,Baker School District 5J																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/7/2020,INV19282,""HoverCam Solo SPARK - Compatible with many Chromebooks, PC, Mac, 8 MP, USB 3.0, 1080p, 30 fps"",10.00,$189.05 ,""$1,890.50 "",OR,Belt School Distric	t 26																																																															",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/15/2020,INV19246,HoverCam Solo 8+,2.00,$344.55 ,$689.10 ,OR,Chinook Public Schools																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/6/2020,INV18983,""ADMIN Buiding: ESC - 33300 8TH AVE Ave S, Federal Way, WA  98003    Fixed Height Panel/TV/IWB install with Cable Sock  OETC FWPS Pricing"",5.00,$6	86.76	""",$3 ,"433.""	""80 """"""	""","OR""	""","Fe""	deral	Way	P	ublic Sc	hoo	ls																																																					",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/6/2020,INV18983,""Decatur HS - 2800 SW 320th St, Federal Way, WA 98023  Remove Panel from wall and perform  Mobile Cart Panel Assembly and Installation with Cable	Sock	OETC FWPS	Pri	cin	""g""""","	1.00","$""	851	0.6	""6 ","$851.""	66	""","O""	""R","F""	ed	er	al	Wa	y Publ	ic	Schoo	ls																																												",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/6/2020,INV18983,""Todd Beamer: Todd Beamer HS - 35999 16th Ave S, Federal Way, WA  98003    Relocation from P4 to RM 255  OETC FWPS Pricing"",1.00,$339.50 ,$339.50	""",OR,"Fe""	deral Way	Pub	lic	Sc	hools																																																										",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/6/2020,INV18983,""Todd Beamer: Todd Beamer HS - 35999 16th Ave S, Federal Way, WA  98003   RE-Adjust Height in RM 145  OETC FWPS Pricing"",1.00,$139.44 ,$139.44 ,OR	""","Feder""	al Way Pu	blic	Sc	hoo	ls																																																										",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/6/2020,INV18983,""Travel from Todd Beamer to Decatur HS - 2800 SW 320th St, Federal Way, WA  98023  OETC FWPS Pricing"",1.00,$82.45 ,$82.45 ,OR,Federal Way Public S	chools																																																															",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/9/2020,INV19099,HoverCam Solo 8+,4.00,$349.00 ,""$1,396.00 "",OR,Glendale School District 77																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/10/2020,INV19052,HoverCam Solo 8+,1.00,$331.55 ,$331.55 ,OR,Grants Pass School District 7																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/14/2020,INV19514,HoverCam Solo 8+,4.00,$344.55 ,""$1,378.20 "",OR,Grants Pass School District 7																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/17/2020,INV19567,HoverCam Solo 8+,3.00,$344.55 ,""$1,033.65 "",OR,Grants Pass School District 7																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/13/2020,INV19509,""HoverCam Solo 8 SPARK - Compatible with many Chromebooks, PC, Mac, 8 MP, USB 3.0, 1080p, 30 fps"",1.00,$202.05 ,$202.05 ,OR,High Desert Educatio	n Serv	ice Distr	ict																																																													",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/13/2020,INV19509,HoverCam Solo 8+,1.00,$344.55 ,$344.55 ,OR,High Desert Education Service District																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/25/2020,INV19371,""SMART 75"""" Interactive Flat Panel 7000R Series with iQ and SMART Learning Suite."",18.00,""$4,688.60 "",""$84,394.80 "",OR,Lake Grove Elementary Scho	ol																																																															",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/25/2020,INV19371,SMART Board MX075-V2 Interactive display with IQ and SMART Learning suite. Comes with a mount,15.00,""$3,224.89 "",""$48,373.35 "",OR,Lake Grove Elem	entary	School																																																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/25/2020,INV19371,SMART Board MX086-V2 interactive display with iQ and SMART Learning Suite,1.00,""$4,761.49 "",""$4,761.49 "",OR,Lake Grove Elementary School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/9/2020,INV19100,""BoxLight Procolor 75"""" Interactive Flat Panel Ultra High Def 4k resolution with Android. UNPLUGD is included."",1.00,""$3,599.00 "",""$3,599.00 "",OR,	Marcol	a School	Dist	ric	t 7	9J																																																										",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,3/24/2020,INV19128,Boxlight Procolor Integrated module to add 2.4/5GHz wireless and Bluetooth to xx2 series panels,1.00,$79.00 ,$79.00 ,OR,Marcola School District 7	9J																																																															",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/3/2020,INV19590,""Mobile Stand for Procolor panels, requires separate purchase of PROCOLOR-WALLMOUNT-003 if not purchased with a PROCOLOR PANEL"",2.00,$470.00 ,$94	""0.00 ","	OR","Marcol""	a Sc	hoo	l D	istric	t 7	9J																																																								",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/29/2020,INV19624,""Mobile Stand for Procolor panels, requires separate purchase of PROCOLOR-WALLMOUNT-003 if not purchased with a PROCOLOR PANEL"",1.00,$470.00 ,$4	70	""",OR,"Marco""	la S	cho	ol	Distri	ct	79	J																																																							",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,12/3/2020,INV19590,""PROCOLOR 75"""" IR UHD/4K ANDROID IFP | Includes WIFI and WALLMOUNT in Panel Box. Includes MimioStudio (with 5 Years of MimioMobile), Qwizdom Okto	""pus"," Q""	wizdom Ga	meZo	nes	"""," O""	ktopus	Bl	en	""d"," and M""	imi	oC	onn	ec	t	(1-	Ye	ar Pre	mi	um/2 Y	ea	""rs Basic)","	and	Onl	ine	Trai	ni	ng""""""	""","2.0""	""0","	""$2","580.""	0	""""""","	""$""	""5","160""	0	""0 """"""	""",OR,"	Marco	la S	ch	oo	l Di	st	ri	ct	79	J																	
",Invoice,12/29/20,INV19624,"PROCOLOR 75"""""""" IR UHD/4K ANDROID IFP | Includes WIFI and WALLMOUNT in Panel Box. Includes MimioStudio (with 5 Years of MimioMobile)"," Qwizdom Okt""	""opus","	Qwizdom G	ameZ	one	s","	Oktopu	s B	le	nd"," and""	Mim	io	Con	ne	ct	(1	#NAME?	ear Pr	em	ium/2	Ye	ars Basic)	"""," and""	On	line	Tra	in	ing	""""""","1.""	0	""",$2 ,"580""	0	""""""""	""","""	$2","58""	0	0	""""""","OR""	""","Marc""	ola	Sc	ho	ol D	is	tr	ict	7	9J																	",,,,,,,,,,,,,,,
",Invoice,3/9/2020,INV19100,TRUTOUCH Mobile Stand,1.00,$499.00 ,$499.00 ,OR,Marcola School District 79J																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/29/2020,INV19453,""SMART 75"""" Interactive Flat Panel 7000R Series with iQ and SMART Learning Suite."",18.00,""$4,594.83 "",""$82,706.94 "",OR,Mirror Lake Elementary Sch	ool																																																															",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/29/2020,INV19453,SMART Board MX075-V2 Interactive display with IQ and SMART Learning suite. Comes with a mount,15.00,""$3,160.39 "",""$47,405.85 "",OR,Mirror Lake Ele	mentar	y School																																																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/29/2020,INV19453,SMART Board MX086-V2 interactive display with iQ and SMART Learning Suite,1.00,""$4,666.26 "",""$4,666.26 "",OR,Mirror Lake Elementary School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/1/2020,INV19480,""HoverCam Solo 8 SPARK - Compatible with many Chromebooks, PC, Mac, 8 MP, USB 3.0, 1080p, 30 fps"",20.00,$202.05 ,""$4,041.00 "",OR,Myrtle Point Sch	ool Di	strict 41																																																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/5/2020,INV19482,""HoverCam Solo 8 SPARK - Compatible with many Chromebooks, PC, Mac, 8 MP, USB 3.0, 1080p, 30 fps"",1.00,$202.05 ,$202.05 ,OR,Myrtle Point School D	istric	t 41																																																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,6/30/2020,INV19268,""HoverCam Solo SPARK - Compatible with many Chromebooks, PC, Mac, 8 MP, USB 3.0, 1080p, 30 fps"",10.00,$202.05 ,""$2,020.50 "",OR,Myrtle Point Schoo	l Dist	rict 41																																																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/11/2020,INV19345,""HoverCam Solo SPARK - Compatible with many Chromebooks, PC, Mac, 8 MP, USB 3.0, 1080p, 30 fps"",2.00,$202.05 ,$404.10 ,OR,Myrtle Point School Dis	trict	41																																																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/14/2020,INV19512,HoverCam Solo 8+,10.00,$344.55 ,""$3,445.50 "",OR,North Bend School District 13																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/18/2020,INV18993,HoverCam Solo 8+,1.00,$328.37 ,$328.37 ,OR,North Douglas School District 22																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,1/22/2020,INV19006,HoverCam Solo 8+,1.00,$328.37 ,$328.37 ,OR,North Douglas School District 22																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,10/20/2020,INV19521,""HoverCam Ultra 8 Document Camera HDMI, VGA, SuperSpeed USB 3.0 Connectors"",1.00,$439.55 ,$439.55 ,OR,Saint Mary Catholic School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,2/5/2020,INV19036,SMART Board MX065-V2 interactive display with iQ and SMART Learning Suite,1.00,""$2,812.03 "",""$2,812.03 "",OR,Shoreline Christian School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,7/9/2020,INV19291,""ActivPanel Titanium 75"""" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",2.00,""$3,315.	""00 """"","""	$6","630.00 ""	""""""","O""	""R","S""	out	h Wasc	o C	ou	nty Scho	ol	Di	str	ic	t	1																																																	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/10/2020,INV19553,""ActivPanel Titanium 75"""" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",4.00,$0.00	""","$0.00""	""",OR,"Sout""	h Wa	sco	Co	unty S	cho	ol	Distric	t 1																																																						",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/10/2020,INV19553,""ActivPanel Titanium 75"""" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",8.00,""$4,79	""9.00 """"""	""",$38 ,"392""	0	""""""","O""	""R","S""	outh W	asc	o	County S	cho	ol	Di	st	ri	ct	1																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/10/2020,INV19553,""ActivPanel Titanium 75"""" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",1.00,""$4,79	""9.00 """"""	""",$4 ,"799.""	""00 """"""	""","OR""	""","So""	uth Wa	sco	C	ounty Sc	hoo	l	Dis	tr	ic	t 1																																																	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,11/25/2020,INV19585,""ActivPanel Nickel 75"""" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",4.00,""$2,700.	""00 """"","""	$10","800.00 ""	""0 """"","	OR","	Til	lamook	Sc	ho	ol Distr	ict	9																																																					
",Invoice,7/27/20,INV19317,"ActivPanel Titanium 75"""""""" - 4 x Pen", Vesa Mount," WIFI Module & cable pack included. ActivInspire Professional Edition available FOC  ***Includes""	Promet	hean 5 ye	ar O	nsi	te	Warran	ty*	""*""""""	""",6,"$""	""2","9""	50	0	""""""""	""","""	$17 	","7""	0	""""""","	OR","Til""	la	mook Schoo	l Dis	tri	ct 9																																								",,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,9/15/2020,INV19420,""ActivPanel Nickel 75"""" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC"",1.00,""$3,200.0	""0 """"","$""	""3","200.00""	""""""","OR""	""","Vi""	cto	ry Aca	dem	y																																																								",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/25/2020,INV19370,""SMART 75"""" Interactive Flat Panel 7000R Series with iQ and SMART Learning Suite."",18.00,""$4,688.60 "",""$84,394.80 "",OR,Wildwood Elementary School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/25/2020,INV19370,SMART Board MX075-V2 Interactive display with IQ and SMART Learning suite. Comes with a mount,15.00,""$3,224.89 "",""$48,373.35 "",OR,Wildwood Elemen	tary S	chool																																																														",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/25/2020,INV19370,SMART Board MX086-V2 interactive display with iQ and SMART Learning Suite,1.00,""$4,761.49 "",""$4,761.49 "",OR,Wildwood Elementary School																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Invoice,8/26/2020,INV19380,""ACT will deliver and install the Smart panel, classroom sound system with ceiling speakers, phone, docking station, wireless keyboard and mouse,	docum	ent camer	a an	d s	cre	en bea	m i	n	the new	por	ta	ble	s.	W	e w	il	l inst	al	l the	ne	w cabling	to co	nne	ct t	he S	ma	rt	pane	l	from the	au	di	o	syste	""m","	do	ckin	g sta	tion	a	nd	doc	um	en	t c	am	era.	We wi	ll	do	cume	nt a	ll a	sset	ta	gs f	or t	he p	resent	ati	on	equ	ipme	nt. We will document the Mac address", room number and the wall plate port number  for the phone.   ACT will update the Smart panels," connect them to the network and commission the system.  Cables included to complete the install:  (1) 25' HDMI cable (panel to document camera) (1) 15' DisplayPort to HDMI from panel to docking station (1) 25' 3.5 stereo cable (audio system to dock) (1) 6' 3.5 stereo cable (panel to audio system) (1) 16' USB cable (panel to dock) (1) surge protector with 10' cord (2) 25' cat 6 (panel to network and dock to network) (1) 6' HDMI (screen beam to panel)   ACT will dispose of trash off site.""""",3,$1 ,"550.00 """"",$4 ,"650.00 """"",WA,"Alexander Graham Bell Elem Sch""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
